Token,SentimentScore
catching,0
catchment,0
catchments,0
catchpenny,0
catchphrase,0
catchphrases,0
catchup,0
catchups,0
catchword,0
catchwords,0
catchy,0
catechism,0
catechisms,0
catechist,0
catechists,0
catechize,0
catechized,0
catechizes,0
catechizing,0
categorical,0
categorically,0
categories,0
categorization,0
categorizations,0
categorize,0
categorized,0
categorizes,0
categorizing,0
category,0
cater,0
catercorner,0
catered,0
caterer,0
caterers,0
catering,0
caterpillar,0
caterpillars,0
caters,0
caterwaul,0
caterwauled,0
caterwauling,0
caterwauls,0
catfish,0
catfishes,0
catgut,0
catguts,0
catharses,0
catharsis,0
cathartic,0
cathartics,0
cathedral,0
cathedrals,0
catheter,0
catheterization,0
catheterize,0
catheterized,0
catheterizes,0
catheterizing,0
catheters,0
cathode,0
cathodes,0
cathodic,0
catholic,0
catholicities,0
catholicity,0
cation,0
cations,0
catkin,0
catkins,0
catlike,0
catnap,0
catnapped,0
catnapping,0
catnaps,0
catnip,0
catnips,0
cats,0
catsup,0
catsups,0
cattail,0
cattails,0
cattier,0
cattiest,0
cattily,0
cattiness,0
cattinesses,0
cattle,0
cattleman,0
cattlemen,0
catty,0
catwalk,0
catwalks,0
caucus,0
caucused,0
caucuses,0
caucusing,0
caucussed,0
caucussing,0
caudal,0
caudally,0
caught,0
cauldron,0
cauldrons,0
cauliflower,0
cauliflowers,0
caulk,0
caulked,0
caulker,0
caulkers,0
caulking,0
caulkings,0
caulks,0
causal,0
causalities,0
causality,0
causally,0
causation,0
causations,0
causative,0
cause,0
caused,0
causeless,0
causer,0
causerie,0
causeries,0
causers,0
causes,0
causeway,0
causeways,0
causing,0
caustic,0
caustically,0
causticities,0
causticity,0
caustics,0
cauterization,0
cauterizations,0
cauterize,0
cauterized,0
cauterizes,0
cauterizing,0
caution,-1
cautionary,-1
cautioned,-1
cautioning,-1
cautions,-1
cautious,0
cautiously,0
cautiousness,0
cautiousnesses,0
cavalcade,0
cavalcades,0
cavalier,0
cavalierly,0
cavaliers,0
cavalries,0
cavalry,0
cavalryman,0
cavalrymen,0
cave,0
caveat,0
caveats,0
caved,0
caveman,0
cavemen,0
cavern,0
cavernous,0
cavernously,0
caverns,0
caves,0
caviar,0
caviare,0
caviares,0
caviars,0
cavil,0
caviled,0
caviler,0
cavilers,0
caviling,0
cavilled,0
caviller,0
cavillers,0
cavilling,0
cavils,0
caving,0
cavings,0
cavities,0
cavity,0
cavort,0
cavorted,0
cavorting,0
cavorts,0
caw,0
cawed,0
cawing,0
caws,0
cay,0
cayenne,0
cayennes,0
cayman,0
caymans,0
cays,0
cayuse,0
cayuses,0
cease,-1
ceased,-1
ceasefire,0
ceasefires,0
ceaseless,0
ceaselessly,0
ceaselessness,0
ceaselessnesses,0
ceases,-1
ceasing,-1
ceca,0
cecal,0
cecum,0
cedant,0
cedants,0
cedar,0
cedars,0
cede,0
ceded,0
cedent,0
ceder,0
ceders,0
cedes,0
cedilla,0
cedillas,0
ceding,0
ceiling,0
ceilings,0
celandine,0
celandines,0
celebrant,0
celebrants,0
celebrate,0
celebrated,0
celebrates,0
celebrating,0
celebration,0
celebrations,0
celebrator,0
celebrators,0
celebratory,0
celebrities,0
celebrity,0
celeries,0
celerities,0
celerity,0
celery,0
celesta,0
celestas,0
celestial,0
celestially,0
celiac,0
celibacies,0
celibacy,0
celibate,0
celibates,0
cell,0
cellar,0
cellars,0
celled,0
celli,0
cellist,0
cellists,0
cellmate,0
cellmates,0
cello,0
cellophane,0
cellophanes,0
cellos,0
cellphone,0
cellphones,0
cells,0
cellular,0
cellulite,0
cellulites,0
celluloid,0
celluloids,0
cellulose,0
celluloses,0
cellulosic,0
cement,0
cementa,0
cemented,0
cementer,0
cementers,0
cementing,0
cements,0
cementum,0
cementums,0
cemeteries,0
cemetery,0
cenderitide,0
cenobite,0
cenobites,0
cenobitic,0
cenotaph,0
cenotaphs,0
censer,0
censers,0
censor,0
censored,0
censorial,0
censoring,0
censorious,0
censoriously,0
censoriousness,0
censoriousnesses,0
censors,0
censorship,0
censorships,0
censurable,0
censure,-1
censured,-1
censurer,0
censurers,0
censures,-1
censuring,-1
census,0
censused,0
censuses,0
censusing,0
cent,0
centaur,0
centaurs,0
centavo,0
centavos,0
centenarian,0
centenarians,0
centenaries,0
centenary,0
centennial,0
centennially,0
centennials,0
center,0
centerboard,0
centerboards,0
centered,0
centerfold,0
centerfolds,0
centering,0
centerline,0
centerpiece,0
centerpieces,0
centers,0
centigrade,0
centigram,0
centigramme,0
centigrammes,0
centigrams,0
centiliter,0
centiliters,0
centime,0
centimes,0
centimeter,0
centimeters,0
centimetre,0
centimetres,0
centipede,0
centipedes,0
central,0
centralities,0
centrality,0
centralization,0
centralizations,0
centralize,0
centralized,0
centralizer,0
centralizers,0
centralizes,0
centralizing,0
centrally,0
centrals,0
centre,0
centred,0
centres,0
centric,0
centrifugal,0
centrifugally,0
centrifuge,0
centrifuged,0
centrifuges,0
centrifuging,0
centring,0
centripetal,0
centripetally,0
centrism,0
centrisms,0
centrist,0
centrists,0
cents,0
centuries,0
centurion,0
centurions,0
century,0
ceo,0
cephalic,0
ceramic,0
ceramicist,0
ceramicists,0
ceramics,0
ceramist,0
ceramists,0
cereal,0
cereals,0
cerebella,0
cerebellar,0
cerebellum,0
cerebellums,0
cerebra,0
cerebral,0
cerebrate,0
cerebrated,0
cerebrates,0
cerebrating,0
cerebration,0
cerebrations,0
cerebrum,0
cerebrums,0
cerement,0
cerements,0
ceremonial,0
ceremonially,0
ceremonials,0
ceremonies,0
ceremonious,0
ceremoniously,0
ceremoniousness,0
ceremoniousnesses,0
ceremony,0
cerise,0
cerises,0
cerium,0
ceriums,0
cermet,0
cermets,0
certain,0
certainly,0
certainties,0
certainty,0
certifiable,0
certifiably,0
certificate,0
certificated,0
certificateholder,0
certificateholders,0
certificates,0
certificating,0
certification,0
certifications,0
certified,0
certifies,0
certify,0
certifying,0
certiorari,0
certitude,0
certitudes,0
cerulean,0
ceruleans,0
cervical,0
cervices,0
cervix,0
cervixes,0
cesarean,0
cesareans,0
cesium,0
cesiums,0
cessation,0
cessations,0
cession,0
cessions,0
cesspool,0
cesspools,0
cetacean,0
cetaceans,0
cfo,0
chafe,0
chafed,0
chafes,0
chaff,0
chaffed,0
chaffinch,0
chaffinches,0
chaffing,0
chaffs,0
chafing,0
chagrin,0
chagrined,0
chagrining,0
chagrinned,0
chagrinning,0
chagrins,0
chain,0
chained,0
chaining,0
chains,0
chainsaw,0
chainsawed,0
chainsawing,0
chainsaws,0
chainwide,0
chair,0
chaired,0
chairing,0
chairlift,0
chairlifts,0
chairman,0
chairmanship,0
chairmanships,0
chairmen,0
chairperson,0
chairpersons,0
chairs,0
chairside,0
chairwoman,0
chairwomen,0
chaise,0
chaises,0
chalcedonies,0
chalcedony,0
chalcopyrite,0
chalet,0
chalets,0
chalice,0
chalices,0
chalk,0
chalkboard,0
chalkboards,0
chalked,0
chalkier,0
chalkiest,0
chalkiness,0
chalkinesses,0
chalking,0
chalks,0
chalky,0
challenge,-1
challenged,-1
challenger,0
challengers,0
challenges,-1
challenging,-1
challis,0
challises,0
chamber,0
chambered,0
chamberlain,0
chamberlains,0
chambermaid,0
chambermaids,0
chambers,0
chambray,0
chambrays,0
chameleon,0
chameleons,0
chammies,0
chammy,0
chamois,0
chamoix,0
chamomile,0
chamomiles,0
champ,0
champagne,0
champagnes,0
champed,0
champing,0
champion,0
championed,0
championing,0
champions,0
championship,0
championships,0
champs,0
chance,0
chanced,0
chancel,0
chancelleries,0
chancellery,0
chancellor,0
chancellors,0
chancellorship,0
chancellorships,0
chancels,0
chanceries,0
chancery,0
chances,0
chancier,0
chanciest,0
chanciness,0
chancinesses,0
chancing,0
chancre,0
chancres,0
chancy,0
chandelier,0
chandeliers,0
chandler,0
chandlers,0
change,0
changeabilities,0
changeability,0
changeable,0
changeableness,0
changeablenesses,0
changeably,0
changed,0
changeless,0
changelessly,0
changeling,0
changelings,0
changeout,0
changeouts,0
changeover,0
changeovers,0
changer,0
changers,0
changes,0
changing,0
channel,0
channeled,0
channeling,0
channelization,0
channelizations,0
channelize,0
channelized,0
channelizes,0
channelizing,0
channelled,0
channelling,0
channels,0
chanson,0
chansons,0
chant,0
chanted,0
chanter,0
chanters,0
chanteuse,0
chanteuses,0
chantey,0
chanteys,0
chanticleer,0
chanticleers,0
chanties,0
chanting,0
chants,0
chanty,0
chaos,0
chaoses,0
chaotic,0
chaotically,0
chap,0
chaparral,0
chaparrals,0
chapbook,0
chapbooks,0
chapeau,0
chapeaus,0
chapeaux,0
chapel,0
chapels,0
chaperon,0
chaperonage,0
chaperonages,0
chaperone,0
chaperoned,0
chaperones,0
chaperoning,0
chaperons,0
chaplain,0
chaplaincies,0
chaplaincy,0
chaplains,0
chaplet,0
chaplets,0
chapped,0
chapping,0
chaps,0
chapt,0
chapter,0
chapters,0
char,0
charabanc,0
charabancs,0
character,0
characteristic,0
characteristically,0
characteristics,0
characterization,0
characterizations,0
characterize,0
characterized,0
characterizes,0
characterizing,0
characterless,0
characters,0
charade,0
charades,0
charbroil,0
charbroiled,0
charbroiling,0
charbroils,0
charcoal,0
charcoals,0
chard,0
chardonnay,0
chardonnays,0
chards,0
charge,0
chargeability,0
chargeable,0
chargeback,0
chargebacks,0
charged,0
chargeoff,0
chargeoffs,-1
charger,0
chargers,0
charges,0
charging,0
charier,0
chariest,0
charily,0
chariness,0
charinesses,0
chariot,0
charioteer,0
charioteers,0
chariots,0
charisma,0
charismas,0
charismata,0
charismatic,0
charismatics,0
charitable,1
charitableness,0
charitablenesses,0
charitably,0
charities,0
charity,0
charlatan,0
charlatanism,0
charlatanisms,0
charlatanries,0
charlatanry,0
charlatans,0
charm,0
charmed,0
charmer,0
charmers,0
charming,0
charmingly,0
charms,0
charred,0
charring,0
chars,0
chart,0
charted,0
charter,0
chartered,0
charterer,0
charterers,0
charterholder,0
chartering,0
charters,0
charting,0
chartreuse,0
chartreuses,0
charts,0
charwoman,0
charwomen,0
chary,0
chase,0
chased,0
chaser,0
chasers,0
chases,0
chasing,0
chasm,0
chasms,0
chassis,0
chaste,0
chastely,0
chasten,0
chastened,0
chasteness,0
chastenesses,0
chastening,0
chastens,0
chaster,0
chastest,0
chastise,0
chastised,0
chastisement,0
chastisements,0
chastiser,0
chastisers,0
chastises,0
chastising,0
chastities,0
chastity,0
chasuble,0
chasubles,0
chat,0
chateau,0
chateaus,0
chateaux,0
chatelaine,0
chatelaines,0
chats,0
chatted,0
chattel,0
chattels,0
chatter,0
chatterbox,0
chatterboxes,0
chattered,0
chatterer,0
chatterers,0
chattering,0
chatters,0
chattier,0
chattiest,0
chattily,0
chattiness,0
chattinesses,0
chatting,0
chatty,0
chauffeur,0
chauffeured,0
chauffeuring,0
chauffeurs,0
chauvinism,0
chauvinisms,0
chauvinist,0
chauvinistic,0
chauvinistically,0
chauvinists,0
cheap,0
cheapen,0
cheapened,0
cheapening,0
cheapens,0
cheaper,0
cheapest,0
cheaply,0
cheapness,0
cheapnesses,0
cheapskate,0
cheapskates,0
cheat,0
cheated,0
cheater,0
cheaters,0
cheating,0
cheats,0
check,0
checkbook,0
checkbooks,0
checked,0
checker,0
checkerboard,0
checkerboards,0
checkered,0
checkering,0
checkers,0
checking,0
checklist,0
checklists,0
checkmark,0
checkmate,0
checkmated,0
checkmates,0
checkmating,0
checkoff,0
checkoffs,0
checkout,0
checkouts,0
checkpoint,0
checkpoints,0
checkroom,0
checkrooms,0
checks,0
checkup,0
checkups,0
cheddar,0
cheddars,0
cheek,0
cheekbone,0
cheekbones,0
cheeked,0
cheekier,0
cheekiest,0
cheekily,0
cheekiness,0
cheekinesses,0
cheeking,0
cheeks,0
cheeky,0
cheep,0
cheeped,0
cheeping,0
cheeps,0
cheer,0
cheered,0
cheerer,0
cheerers,0
cheerful,0
cheerfuller,0
cheerfullest,0
cheerfully,0
cheerfulness,0
cheerfulnesses,0
cheerier,0
cheeriest,0
cheerily,0
cheeriness,0
cheerinesses,0
cheering,0
cheerio,0
cheerios,0
cheerleader,0
cheerleaders,0
cheerleading,0
cheerless,0
cheerlessly,0
cheerlessness,0
cheerlessnesses,0
cheers,0
cheery,0
cheese,0
cheeseburger,0
cheeseburgers,0
cheesecake,0
cheesecakes,0
cheesecloth,0
cheesecloths,0
cheeseparing,0
cheeseparings,0
cheeses,0
cheesier,0
cheesiest,0
cheesiness,0
cheesinesses,0
cheesy,0
cheetah,0
cheetahs,0
chef,0
chefs,0
chemical,0
chemically,0
chemicals,0
chemise,0
chemises,0
chemist,0
chemistries,0
chemistry,0
chemists,0
chemo,0
chemos,0
chemosaturation,0
chemotherapeutic,0
chemotherapies,0
chemotherapy,0
chemurgies,0
chemurgy,0
chenille,0
chenilles,0
cheque,0
cheques,0
cherish,0
cherished,0
cherishes,0
cherishing,0
cheroot,0
cheroots,0
cherries,0
cherry,0
chert,0
cherts,0
cherub,0
cherubic,0
cherubim,0
cherubims,0
cherubs,0
chervil,0
chervils,0
chess,0
chessboard,0
chessboards,0
chesses,0
chessman,0
chessmen,0
chest,0
chested,0
chesterfield,0
chesterfields,0
chestful,0
chestfuls,0
chestier,0
chestiest,0
chestnut,0
chestnuts,0
chests,0
chesty,0
chevalier,0
chevaliers,0
cheviot,0
cheviots,0
chevron,0
chevrons,0
chew,0
chewable,0
chewed,0
chewer,0
chewers,0
chewier,0
chewiest,0
chewiness,0
chewinesses,0
chewing,0
chews,0
chewy,0
chi,0
chiaroscuro,0
chiaroscuros,0
chic,0
chicane,0
chicaneries,0
chicanery,0
chicanes,0
chicer,0
chicest,0
chichi,0
chichis,0
chick,0
chickadee,0
chickadees,0
chicken,0
chickened,0
chickenfeed,0
chickenfeeds,0
chickenhearted,0
chickening,0
chickenpox,0
chickenpoxes,0
chickens,0
chickpea,0
chickpeas,0
chicks,0
chickweed,0
chickweeds,0
chicle,0
chicles,0
chicness,0
chicnesses,0
chicories,0
chicory,0
chics,0
chid,0
chidden,0
chide,0
chided,0
chides,0
chiding,0
chidingly,0
chief,0
chiefdom,0
chiefdoms,0
chiefer,0
chiefest,0
chiefly,0
chiefs,0
chieftain,0
chieftains,0
chieftainship,0
chieftainships,0
chiffon,0
chiffonier,0
chiffoniers,0
chiffons,0
chigger,0
chiggers,0
chignon,0
chignons,0
chihuahua,0
chihuahuas,0
chilblain,0
chilblains,0
child,0
childbearing,0
childbearings,0
childbirth,0
childbirths,0
childcare,0
childcares,0
childhood,0
childhoods,0
childish,0
childishly,0
childishness,0
childishnesses,0
childless,0
childlessness,0
childlessnesses,0
childlike,0
childproof,0
childproofed,0
childproofing,0
childproofs,0
children,0
childrens,0
childrenswear,0
chile,0
chiles,0
chili,0
chilies,0
chill,0
chilled,0
chiller,0
chillers,0
chillest,0
chilli,0
chillier,0
chillies,0
chilliest,0
chilliness,0
chillinesses,0
chilling,0
chillingly,0
chillness,0
chillnesses,0
chills,0
chilly,0
chimaera,0
chimaeras,0
chime,0
chimed,0
chimer,0
chimera,0
chimeras,0
chimeric,0
chimerical,0
chimers,0
chimes,0
chiming,0
chimney,0
chimneys,0
chimp,0
chimpanzee,0
chimpanzees,0
chimps,0
chin,0
china,0
chinas,0
chinaware,0
chinawares,0
chinchilla,0
chinchillas,0
chine,0
chines,0
chink,0
chinked,0
chinking,0
chinks,0
chinned,0
chinning,0
chino,0
chinos,0
chins,0
chinstrap,0
chinstraps,0
chintz,0
chintzes,0
chintzier,0
chintziest,0
chintzy,0
chip,0
chipmaker,0
chipmakers,0
chipmunk,0
chipmunks,0
chipped,0
chipper,0
chippers,0
chipping,0
chips,0
chipset,0
chipsets,0
chirographies,0
chirography,0
chiropodies,0
chiropodist,0
chiropodists,0
chiropody,0
chiropractic,0
chiropractics,0
chiropractor,0
chiropractors,0
chirp,0
chirped,0
chirpier,0
chirpiest,0
chirping,0
chirps,0
chirpy,0
chirrup,0
chirruped,0
chirruping,0
chirrupped,0
chirrupping,0
chirrups,0
chis,0
chisel,0
chiseled,0
chiseler,0
chiselers,0
chiseling,0
chiselled,0
chiseller,0
chisellers,0
chiselling,0
chisels,0
chit,0
chitchat,0
chitchats,0
chitchatted,0
chitchatting,0
chitin,0
chitinous,0
chitins,0
chitlings,0
chitlins,0
chits,0
chitterlings,0
chivalries,0
chivalrous,0
chivalrously,0
chivalrousness,0
chivalrousnesses,0
chivalry,0
chive,0
chives,0
chlamydia,0
chlamydiae,0
chlamydias,0
chloral,0
chlorals,0
chlordane,0
chlordanes,0
chloride,0
chlorides,0
chlorinate,0
chlorinated,0
chlorinates,0
chlorinating,0
chlorination,0
chlorinations,0
chlorine,0
chlorines,0
chlorofluorocarbon,0
chlorofluorocarbons,0
chloroform,0
chloroformed,0
chloroforming,0
chloroforms,0
chlorophyl,0
chlorophyll,0
chlorophylls,0
chlorophyls,0
chloroplast,0
chloroplasts,0
choate,0
chocaholic,0
chocaholics,0
chock,0
chockablock,0
chocked,0
chocking,0
chocks,0
chocoholic,0
chocoholics,0
chocolate,0
chocolates,0
chocolatey,0
chocolaty,0
choice,0
choicer,0
choices,0
choicest,0
choir,0
choirboy,0
choirboys,0
choirmaster,0
choirmasters,0
choirs,0
choke,0
chokecherries,0
chokecherry,0
choked,0
choker,0
chokers,0
chokes,0
choking,0
choler,0
cholera,0
choleras,0
choleric,0
cholers,0
cholesterol,0
cholesterols,0
chomp,0
chomped,0
chomping,0
chomps,0
choose,0
chooser,0
choosers,0
chooses,0
choosey,0
choosier,0
choosiest,0
choosiness,0
choosinesses,0
choosing,0
choosy,0
chop,0
chophouse,0
chophouses,0
chopped,0
chopper,0
choppered,0
choppering,0
choppers,0
choppier,0
choppiest,0
choppily,0
choppiness,0
choppinesses,0
chopping,0
choppy,0
chops,0
chopstick,0
chopsticks,0
choral,0
chorale,0
chorales,0
chorally,0
chorals,0
chord,0
chordal,0
chordate,0
chordates,0
chords,0
chore,0
chorea,0
choreas,0
choreograph,0
choreographed,0
choreographer,0
choreographers,0
choreographic,0
choreographically,0
choreographies,0
choreographing,0
choreographs,0
choreography,0
chores,0
chorister,0
choristers,0
choroid,0
choroids,0
chortle,0
chortled,0
chortler,0
chortlers,0
chortles,0
chortling,0
chorus,0
chorused,0
choruses,0
chorusing,0
chorussed,0
chorussing,0
chose,0
chosen,0
choses,0
chow,0
chowder,0
chowders,0
chowed,0
chowing,0
chows,0
chrism,0
chrisms,0
christen,0
christened,0
christening,0
christenings,0
christens,0
christian,0
chromatic,0
chromatically,0
chromatin,0
chromatins,0
chromatography,0
chrome,0
chromed,0
chromes,0
chroming,0
chromium,0
chromiums,0
chromosomal,0
chromosome,0
chromosomes,0
chronic,0
chronically,0
chronicle,0
chronicled,0
chronicler,0
chroniclers,0
chronicles,0
chronicling,0
chronograph,0
chronographs,0
chronological,0
chronologically,0
chronologies,0
chronologist,0
chronologists,0
chronology,0
chronometer,0
chronometers,0
chrysalides,0
chrysalis,0
chrysalises,0
chrysanthemum,0
chrysanthemums,0
chub,0
chubbier,0
chubbiest,0
chubbiness,0
chubbinesses,0
chubby,0
chubs,0
chuck,0
chucked,0
chuckhole,0
chuckholes,0
chucking,0
chuckle,0
chuckled,0
chuckles,0
chuckling,0
chucks,0
chug,0
chugged,0
chugging,0
chugs,0
chukka,0
chukkas,0
chum,0
chummed,0
chummier,0
chummiest,0
chummily,0
chumminess,0
chumminesses,0
chumming,0
chummy,0
chump,0
chumps,0
chums,0
chunk,0
chunkier,0
chunkiest,0
chunkiness,0
chunkinesses,0
chunking,0
chunks,0
chunky,0
church,0
churches,0
churchgoer,0
churchgoers,0
churchgoing,0
churchgoings,0
churchman,0
churchmen,0
churchwarden,0
churchwardens,0
churchyard,0
churchyards,0
churl,0
churlish,0
churlishly,0
churlishness,0
churlishnesses,0
churls,0
churn,0
churned,0
churner,0
churners,0
churning,0
churns,0
chute,0
chutes,0
chutney,0
chutneys,0
chutzpa,0
chutzpah,0
chutzpahs,0
chutzpas,0
chyme,0
chymes,0
ciao,0
cicada,0
cicadae,0
cicadas,0
cicatrice,0
cicatrices,0
cicatrix,0
cicatrixes,0
cicerone,0
cicerones,0
ciceroni,0
cider,0
ciders,0
cigar,0
cigaret,0
cigarets,0
cigarette,0
cigarettes,0
cigarillo,0
cigarillos,0
cigars,0
cilantro,0
cilantros,0
cilia,0
cilium,0
cinch,0
cinched,0
cinches,0
cinching,0
cinchona,0
cinchonas,0
cincture,0
cinctures,0
cinder,0
cindered,0
cindering,0
cinders,0
cinema,0
cinemas,0
cinematic,0
cinematographer,0
cinematographers,0
cinematographic,0
cinematographies,0
cinematography,0
cinnabar,0
cinnabars,0
cinnamon,0
cinnamons,0
cipher,0
ciphered,0
ciphering,0
ciphers,0
circa,0
circadian,0
circle,0
circled,0
circles,0
circlet,0
circlets,0
circling,0
circuit,0
circuital,0
circuited,0
circuities,0
circuiting,0
circuitous,0
circuitously,0
circuitousness,0
circuitousnesses,0
circuitries,0
circuitry,0
circuits,0
circuity,0
circular,0
circularities,0
circularity,0
circularize,0
circularized,0
circularizes,0
circularizing,0
circularly,0
circulars,0
circulate,0
circulated,0
circulates,0
circulating,0
circulation,0
circulations,0
circulatory,0
circumcise,0
circumcised,0
circumcises,0
circumcising,0
circumcision,0
circumcisions,0
circumference,0
circumferences,0
circumferential,0
circumflex,0
circumflexes,0
circumlocution,0
circumlocutions,0
circumnavigate,0
circumnavigated,0
circumnavigates,0
circumnavigating,0
circumnavigation,0
circumnavigations,0
circumpolar,0
circumscribe,0
circumscribed,0
circumscribes,0
circumscribing,0
circumscription,0
circumscriptions,0
circumspect,0
circumspection,0
circumspections,0
circumspectly,0
circumstance,0
circumstanced,0
circumstances,0
circumstancing,0
circumstantial,0
circumstantially,0
circumvent,-1
circumvented,-1
circumventing,-1
circumvention,-1
circumventions,-1
circumvents,-1
circus,0
circuses,0
cirque,0
cirques,0
cirrhoses,0
cirrhosis,0
cirrhotic,0
cirrhotics,0
cirri,0
cirrus,0
cistern,0
cisterns,0
citadel,0
citadels,0
citation,0
citations,0
cite,0
cited,0
cites,0
cities,0
citified,0
citing,0
citizen,0
citizenries,0
citizenry,0
citizens,0
citizenship,0
citizenships,0
citrate,0
citric,0
citron,0
citronella,0
citronellas,0
citrons,0
citrous,0
citrus,0
citruses,0
city,0
citywide,0
civet,0
civets,0
civic,0
civics,0
civies,0
civil,0
civilian,0
civilians,0
civilisation,0
civilisations,0
civilise,0
civilised,0
civilises,0
civilising,0
civilities,0
civility,0
civilization,0
civilizations,0
civilize,0
civilized,0
civilizes,0
civilizing,0
civilly,0
civvies,0
clack,0
clacked,0
clacking,0
clacks,0
clad,0
cladding,0
claddings,0
claim,0
claimable,0
claimant,0
claimants,0
claimed,0
claimer,0
claimers,0
claimholder,0
claimholders,0
claiming,-1
claims,-1
clairvoyance,0
clairvoyances,0
clairvoyant,0
clairvoyants,0
clam,0
clambake,0
clambakes,0
clamber,0
clambered,0
clamberer,0
clamberers,0
clambering,0
clambers,0
clammed,0
clammier,0
clammiest,0
clammily,0
clamminess,0
clamminesses,0
clamming,0
clammy,0
clamor,0
clamored,0
clamoring,0
clamorous,0
clamors,0
clamour,0
clamoured,0
clamouring,0
clamours,0
clamp,0
clampdown,0
clampdowns,0
clamped,0
clamping,0
clamps,0
clams,0
clamshell,0
clan,0
clandestine,0
clandestinely,0
clang,0
clanged,0
clanging,0
clangor,0
clangorous,0
clangorously,0
clangors,0
clangour,0
clangours,0
clangs,0
clank,0
clanked,0
clanking,0
clanks,0
clannish,0
clannishness,0
clannishnesses,0
clans,0
clansman,0
clansmen,0
clap,0
clapboard,0
clapboarded,0
clapboarding,0
clapboards,0
clapped,0
clapper,0
clappers,0
clapping,0
clappings,0
claps,0
claptrap,0
claptraps,0
claque,0
claques,0
claret,0
clarets,0
clarification,0
clarifications,0
clarified,0
clarifiers,0
clarifies,0
clarify,0
clarifying,0
clarinet,0
clarinetist,0
clarinetists,0
clarinets,0
clarinettist,0
clarinettists,0
clarion,0
clarions,0
clarities,0
clarity,0
clash,0
clashed,0
clashes,0
clashing,0
clasp,0
clasped,0
clasping,0
clasps,0
class,0
classed,0
classes,0
classic,0
classical,0
classically,0
classicals,0
classicism,0
classicisms,0
classicist,0
classicists,0
classics,0
classier,0
classiest,0
classifiable,0
classification,0
classifications,0
classified,0
classifieds,0
classifier,0
classifiers,0
classifies,0
classify,0
classifying,0
classiness,0
classinesses,0
classing,0
classless,0
classmate,0
classmates,0
classroom,0
classrooms,0
classwork,0
classworks,0
classy,0
clatter,0
clattered,0
clattering,0
clatters,0
clausal,0
clause,0
clauses,0
claustrophobia,0
claustrophobias,0
claustrophobic,0
clavichord,0
clavichords,0
clavicle,0
clavicles,0
clavier,0
claviers,0
claw,0
clawback,-1
clawbacks,0
clawed,0
clawing,0
claws,0
clay,0
clayey,0
clayier,0
clayiest,0
clays,0
clean,0
cleanable,0
cleaned,0
cleaner,0
cleaners,0
cleanest,0
cleaning,0
cleanings,0
cleanlier,0
cleanliest,0
cleanliness,0
cleanlinesses,0
cleanly,0
cleanness,0
cleannesses,0
cleanout,0
cleanroom,0
cleanrooms,0
cleans,0
cleanse,0
cleansed,0
cleanser,0
cleansers,0
cleanses,0
cleansing,0
cleanup,0
cleanups,0
clear,0
clearable,0
clearance,0
clearances,0
cleared,0
clearer,0
clearest,0
clearheaded,0
clearing,0
clearinghouse,0
clearinghouses,0
clearings,0
clearly,0
clearness,0
clearnesses,0
clears,0
cleat,0
cleated,0
cleats,0
cleavage,0
cleavages,0
cleave,0
cleaved,0
cleaver,0
cleavers,0
cleaves,0
cleaving,0
clef,0
clefs,0
cleft,0
clefts,0
clematis,0
clematises,0
clemencies,0
clemency,0
clement,0
clemently,0
clench,0
clenched,0
clenches,0
clenching,0
clerestories,0
clerestory,0
clergies,0
clergy,0
clergyman,0
clergymen,0
clergywoman,0
clergywomen,0
cleric,0
clerical,0
clericalism,0
clericalisms,0
clerically,0
clerics,0
clerk,0
clerked,0
clerking,0
clerks,0
clerkship,0
clerkships,0
clever,0
cleverer,0
cleverest,0
cleverly,0
cleverness,0
clevernesses,0
clevis,0
clevises,0
clew,0
clewed,0
clewing,0
clews,0
cliche,0
cliched,0
cliches,0
click,0
clicked,0
clicker,0
clickers,0
clicking,0
clicks,0
client,0
clientele,0
clienteles,0
clienteling,0
clients,0
cliff,0
cliffhanger,0
cliffhangers,0
cliffs,0
climacteric,0
climacterics,0
climactic,0
climate,0
climates,0
climatic,0
climatically,0
climatologies,0
climatologist,0
climatologists,0
climatology,0
climax,0
climaxed,0
climaxes,0
climaxing,0
climb,0
climbable,0
climbed,0
climber,0
climbers,0
climbing,0
climbings,0
climbs,0
clime,0
climes,0
clinch,0
clinched,0
clincher,0
clinchers,0
clinches,0
clinching,0
cling,0
clinger,0
clingers,0
clingier,0
clingiest,0
clinging,0
clings,0
clingy,0
clinic,0
clinical,0
clinically,0
clinicals,0
clinician,0
clinicians,0
clinics,0
clink,0
clinked,0
clinker,0
clinkers,0
clinking,0
clinks,0
cliometric,0
cliometrician,0
cliometricians,0
cliometrics,0
clip,0
clipboard,0
clipboards,0
clipped,0
clipper,0
clippers,0
clipping,0
clippings,0
clips,0
clipt,0
clique,0
cliques,0
cliquey,0
cliquier,0
cliquiest,0
cliquish,0
cliquishly,0
cliquishness,0
cliquishnesses,0
clitoral,0
clitorides,0
clitoris,0
clitorises,0
cloaca,0
cloacae,0
cloacas,0
cloak,0
cloaked,0
cloaking,0
cloakroom,0
cloakrooms,0
cloaks,0
clobber,0
clobbered,0
clobbering,0
clobbers,0
cloche,0
cloches,0
clock,0
clocked,0
clocking,0
clocks,0
clockwise,0
clockwork,0
clockworks,0
clod,0
cloddish,0
clodhopper,0
clodhoppers,0
clods,0
clog,0
